Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country,Incident_Year,Incident_Month,Incident_DayOfWeek
36.0,2.0,47.0,52.0,7.0,0.0,0.0,61080,667.0,23.0,3.0,0.0,6.0,3.0,9.0,1.0,13.0,0.0,31.0,0.0,2025,3,6
37.0,1.0,47.0,36.0,7.0,0.0,0.0,57600,534.0,14.0,0.0,0.0,7.0,3.0,9.0,3.0,14.0,0.0,0.0,0.0,2025,3,6
38.0,1.0,47.0,95.0,10.0,0.0,0.0,46200,673.0,1.0,0.0,0.0,8.0,3.0,12.0,3.0,13.0,0.0,31.0,0.0,2025,6,0
39.0,1.0,47.0,18.0,9.0,0.0,0.0,64320,473.0,30.0,4.0,3.0,4.0,0.0,8.0,1.0,13.0,8.0,36.0,0.0,2025,12,1
40.0,1.0,47.0,95.0,8.0,0.0,0.0,35820,857.0,0.0,3.0,3.0,4.0,3.0,8.0,1.0,13.0,8.0,22.0,0.0,2025,2,0
41.0,2.0,47.0,95.0,7.0,0.0,0.0,34800,957.0,33.0,3.0,2.0,6.0,3.0,9.0,2.0,13.0,13.0,21.0,0.0,2025,2,0
42.0,1.0,47.0,95.0,10.0,0.0,0.0,49500,1254.0,33.0,0.0,0.0,6.0,3.0,8.0,3.0,13.0,0.0,11.0,0.0,2025,3,0
43.0,2.0,47.0,95.0,6.0,0.0,0.0,56460,1208.0,43.0,1.0,0.0,4.0,3.0,13.0,1.0,13.0,0.0,31.0,0.0,2025,3,0
44.0,2.0,47.0,52.0,10.0,0.0,0.0,36480,791.0,26.0,0.0,0.0,6.0,3.0,9.0,1.0,13.0,0.0,4.0,0.0,2025,6,1
45.0,1.0,47.0,79.0,6.0,0.0,0.0,52860,782.0,45.0,0.0,0.0,7.0,3.0,3.0,2.0,13.0,0.0,31.0,0.0,2025,10,3
46.0,1.0,47.0,52.0,6.0,0.0,0.0,18000,596.0,32.0,0.0,0.0,6.0,2.0,8.0,1.0,13.0,0.0,31.0,0.0,2025,6,1
47.0,2.0,47.0,95.0,6.0,0.0,0.0,70200,351.0,47.0,3.0,0.0,6.0,3.0,11.0,2.0,13.0,0.0,31.0,0.0,2025,7,3
48.0,1.0,47.0,68.0,10.0,0.0,0.0,82800,1206.0,13.0,4.0,0.0,3.0,0.0,12.0,1.0,13.0,0.0,31.0,0.0,2025,6,1
49.0,1.0,47.0,95.0,9.0,0.0,0.0,73620,324.0,31.0,0.0,3.0,7.0,2.0,8.0,3.0,13.0,8.0,11.0,0.0,2025,8,6
50.0,1.0,47.0,52.0,8.0,0.0,0.0,36180,1135.0,8.0,4.0,0.0,4.0,3.0,8.0,3.0,13.0,0.0,31.0,0.0,2025,8,6
51.0,1.0,47.0,52.0,8.0,0.0,0.0,82800,762.0,47.0,3.0,0.0,2.0,3.0,8.0,1.0,13.0,0.0,13.0,0.0,2025,8,6
52.0,0.0,47.0,52.0,9.0,0.0,0.0,65280,1288.0,3.0,0.0,0.0,7.0,3.0,10.0,3.0,13.0,0.0,5.0,0.0,2025,9,2
53.0,0.0,47.0,52.0,6.0,0.0,0.0,26400,37.0,28.0,0.0,0.0,6.0,3.0,0.0,1.0,13.0,0.0,31.0,0.0,2025,9,2
54.0,0.0,47.0,18.0,10.0,0.0,0.0,79740,893.0,43.0,3.0,0.0,8.0,1.0,0.0,3.0,13.0,0.0,31.0,0.0,2025,11,0
55.0,1.0,47.0,68.0,10.0,0.0,0.0,64620,1005.0,3.0,0.0,0.0,6.0,1.0,12.0,1.0,13.0,0.0,13.0,0.0,2025,12,2
56.0,1.0,47.0,36.0,7.0,0.0,0.0,43200,327.0,2.0,0.0,0.0,4.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,11,0
57.0,1.0,47.0,36.0,10.0,0.0,0.0,48600,184.0,33.0,4.0,0.0,4.0,3.0,9.0,1.0,13.0,0.0,31.0,0.0,2025,12,2
58.0,1.0,47.0,95.0,6.0,0.0,0.0,46800,494.0,44.0,1.0,0.0,6.0,3.0,11.0,3.0,13.0,0.0,31.0,0.0,2025,12,2
59.0,2.0,49.0,28.0,11.0,0.0,0.0,20580,279.0,4.0,0.0,0.0,6.0,3.0,8.0,1.0,13.0,0.0,5.0,0.0,2025,3,1
60.0,0.0,30.0,104.0,6.0,1.0,1.0,58500,534.0,14.0,4.0,0.0,2.0,3.0,13.0,3.0,13.0,0.0,31.0,0.0,2021,7,1
61.0,0.0,49.0,102.0,6.0,0.0,0.0,12600,925.0,34.0,0.0,0.0,6.0,3.0,8.0,3.0,13.0,0.0,10.0,0.0,2025,4,4
62.0,0.0,30.0,104.0,6.0,1.0,1.0,40560,534.0,14.0,4.0,0.0,2.0,3.0,9.0,3.0,6.0,0.0,31.0,0.0,2021,8,4
63.0,2.0,49.0,102.0,7.0,0.0,0.0,47880,349.0,47.0,3.0,0.0,4.0,3.0,8.0,1.0,5.0,0.0,31.0,0.0,2025,4,1
64.0,0.0,49.0,102.0,5.0,0.0,0.0,81000,376.0,47.0,0.0,3.0,6.0,3.0,8.0,3.0,13.0,11.0,31.0,0.0,2025,4,1
65.0,0.0,30.0,104.0,6.0,1.0,1.0,58260,35.0,43.0,4.0,0.0,2.0,3.0,11.0,3.0,13.0,0.0,40.0,0.0,2022,5,4
66.0,1.0,30.0,88.0,8.0,0.0,0.0,67680,21.0,3.0,0.0,0.0,6.0,3.0,13.0,3.0,13.0,0.0,31.0,0.0,2025,5,3
67.0,1.0,49.0,120.0,7.0,0.0,0.0,25200,363.0,43.0,0.0,0.0,7.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,6,6
68.0,2.0,49.0,33.0,7.0,0.0,0.0,10740,442.0,26.0,0.0,0.0,6.0,1.0,8.0,3.0,13.0,0.0,13.0,0.0,2025,7,1
69.0,2.0,49.0,29.0,8.0,0.0,0.0,33360,870.0,23.0,0.0,0.0,7.0,3.0,8.0,1.0,5.0,0.0,11.0,0.0,2025,8,4
70.0,0.0,30.0,104.0,6.0,1.0,1.0,58500,35.0,43.0,1.0,0.0,2.0,3.0,11.0,3.0,14.0,0.0,0.0,0.0,2022,8,5
71.0,0.0,49.0,119.0,7.0,1.0,1.0,32520,1140.0,2.0,2.0,0.0,2.0,3.0,10.0,3.0,0.0,0.0,31.0,0.0,2022,9,1
72.0,1.0,49.0,136.0,7.0,0.0,0.0,48600,519.0,16.0,0.0,0.0,7.0,3.0,8.0,3.0,13.0,0.0,11.0,0.0,2025,11,5
73.0,2.0,30.0,106.0,8.0,0.0,0.0,12480,678.0,26.0,0.0,0.0,6.0,1.0,8.0,1.0,13.0,0.0,12.0,0.0,2025,11,5
74.0,1.0,49.0,119.0,7.0,1.0,1.0,32520,1140.0,2.0,4.0,0.0,3.0,3.0,4.0,3.0,14.0,0.0,0.0,0.0,2022,12,1
75.0,1.0,30.0,89.0,8.0,0.0,0.0,47460,820.0,21.0,0.0,0.0,7.0,3.0,10.0,3.0,13.0,0.0,10.0,0.0,2025,11,5
76.0,1.0,30.0,135.0,6.0,0.0,0.0,36900,766.0,43.0,1.0,0.0,6.0,3.0,13.0,3.0,13.0,4.0,11.0,0.0,2025,1,3
77.0,1.0,49.0,35.0,9.0,0.0,0.0,47580,958.0,45.0,0.0,0.0,2.0,3.0,8.0,3.0,4.0,4.0,31.0,0.0,2025,2,6
78.0,2.0,49.0,28.0,8.0,0.0,0.0,26340,1203.0,38.0,0.0,0.0,6.0,3.0,8.0,1.0,1.0,0.0,22.0,0.0,2025,3,6
79.0,1.0,49.0,137.0,7.0,0.0,0.0,68340,1266.0,36.0,0.0,0.0,6.0,3.0,8.0,3.0,2.0,4.0,10.0,0.0,2025,4,2
80.0,1.0,49.0,34.0,8.0,0.0,0.0,8580,334.0,3.0,0.0,0.0,6.0,3.0,8.0,1.0,13.0,0.0,5.0,0.0,2025,5,4
81.0,1.0,49.0,28.0,8.0,0.0,0.0,61440,223.0,43.0,3.0,3.0,6.0,3.0,12.0,3.0,13.0,11.0,31.0,0.0,2025,5,4
82.0,1.0,49.0,138.0,7.0,0.0,0.0,28800,13.0,21.0,0.0,0.0,7.0,3.0,8.0,3.0,13.0,0.0,11.0,0.0,2025,8,5
83.0,1.0,49.0,34.0,9.0,0.0,0.0,60120,817.0,3.0,0.0,0.0,6.0,3.0,8.0,1.0,13.0,0.0,11.0,0.0,2025,8,5
84.0,1.0,49.0,60.0,8.0,0.0,0.0,29940,70.0,37.0,0.0,0.0,6.0,3.0,3.0,3.0,4.0,0.0,31.0,0.0,2025,7,3
85.0,0.0,49.0,34.0,10.0,0.0,0.0,71700,84.0,25.0,0.0,0.0,6.0,3.0,0.0,3.0,13.0,0.0,31.0,0.0,2025,11,0
86.0,1.0,49.0,28.0,8.0,0.0,0.0,64800,588.0,8.0,0.0,0.0,6.0,3.0,9.0,3.0,4.0,0.0,31.0,0.0,2025,1,5
87.0,1.0,48.0,85.0,10.0,0.0,0.0,52380,299.0,7.0,0.0,0.0,6.0,3.0,9.0,4.0,13.0,0.0,31.0,0.0,2025,2,1
88.0,1.0,48.0,86.0,10.0,0.0,0.0,55140,254.0,43.0,0.0,0.0,7.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
89.0,0.0,48.0,85.0,2.0,0.0,0.0,82200,312.0,9.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,4.0,31.0,0.0,2025,9,1
90.0,0.0,48.0,83.0,9.0,0.0,0.0,37020,517.0,30.0,0.0,0.0,6.0,2.0,0.0,3.0,13.0,0.0,31.0,0.0,2025,9,1
91.0,0.0,48.0,86.0,9.0,0.0,0.0,23760,563.0,47.0,4.0,3.0,2.0,1.0,9.0,3.0,4.0,0.0,22.0,0.0,2025,9,1
92.0,0.0,48.0,86.0,9.0,0.0,0.0,11100,316.0,30.0,4.0,0.0,4.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,10,3
93.0,0.0,48.0,84.0,6.0,0.0,0.0,24900,543.0,8.0,4.0,0.0,4.0,0.0,9.0,3.0,4.0,0.0,22.0,0.0,2025,10,3
94.0,0.0,48.0,85.0,4.0,0.0,0.0,30240,834.0,3.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,10,3
95.0,0.0,48.0,85.0,3.0,0.0,0.0,8880,1010.0,3.0,4.0,0.0,4.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,10,3
96.0,0.0,48.0,86.0,8.0,0.0,0.0,38160,149.0,3.0,0.0,0.0,6.0,0.0,8.0,3.0,4.0,0.0,11.0,0.0,2025,10,3
97.0,0.0,48.0,85.0,3.0,0.0,0.0,2580,1160.0,3.0,3.0,0.0,4.0,3.0,10.0,3.0,4.0,0.0,11.0,0.0,2025,10,3
98.0,0.0,48.0,85.0,4.0,0.0,0.0,85080,629.0,3.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,0.0,15.0,0.0,2025,10,3
99.0,0.0,48.0,83.0,4.0,0.0,0.0,8340,211.0,4.0,4.0,0.0,2.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
100.0,0.0,48.0,83.0,4.0,0.0,0.0,69000,24.0,3.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
101.0,0.0,48.0,83.0,9.0,0.0,0.0,40980,883.0,0.0,4.0,0.0,4.0,0.0,8.0,3.0,4.0,0.0,31.0,0.0,2025,2,1
102.0,0.0,48.0,84.0,8.0,0.0,0.0,4740,1046.0,2.0,0.0,0.0,6.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
103.0,0.0,48.0,37.0,10.0,0.0,0.0,73740,30.0,2.0,4.0,0.0,4.0,3.0,8.0,3.0,4.0,0.0,31.0,0.0,2025,2,1
104.0,0.0,48.0,83.0,8.0,0.0,0.0,11460,352.0,3.0,0.0,3.0,7.0,1.0,10.0,3.0,9.0,11.0,19.0,0.0,2025,2,1
105.0,0.0,48.0,85.0,9.0,0.0,0.0,4320,927.0,2.0,0.0,0.0,5.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
106.0,0.0,48.0,83.0,10.0,0.0,0.0,73200,1069.0,19.0,0.0,0.0,6.0,0.0,9.0,3.0,4.0,0.0,31.0,0.0,2025,2,1
107.0,0.0,48.0,83.0,9.0,0.0,0.0,61080,629.0,3.0,1.0,0.0,4.0,3.0,13.0,3.0,5.0,0.0,31.0,0.0,2025,2,1
108.0,0.0,48.0,83.0,6.0,0.0,0.0,79920,500.0,30.0,0.0,0.0,5.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
109.0,0.0,48.0,83.0,6.0,0.0,0.0,12000,928.0,9.0,4.0,0.0,4.0,1.0,8.0,3.0,13.0,0.0,27.0,0.0,2025,2,1
110.0,0.0,48.0,86.0,11.0,0.0,0.0,68640,990.0,3.0,0.0,0.0,6.0,3.0,8.0,3.0,4.0,0.0,11.0,0.0,2025,2,1
111.0,0.0,48.0,86.0,8.0,0.0,0.0,52800,771.0,18.0,0.0,2.0,6.0,3.0,8.0,3.0,4.0,13.0,11.0,0.0,2025,2,1
112.0,0.0,48.0,86.0,10.0,0.0,0.0,26580,1012.0,3.0,0.0,0.0,6.0,0.0,8.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
113.0,0.0,48.0,86.0,11.0,0.0,0.0,8100,627.0,3.0,0.0,0.0,6.0,2.0,8.0,3.0,4.0,4.0,23.0,0.0,2025,2,1
114.0,0.0,48.0,37.0,10.0,0.0,0.0,74280,135.0,9.0,4.0,0.0,4.0,3.0,12.0,3.0,13.0,4.0,31.0,0.0,2025,2,1
115.0,0.0,48.0,85.0,8.0,0.0,0.0,81420,1235.0,43.0,4.0,0.0,4.0,3.0,8.0,3.0,5.0,0.0,21.0,0.0,2025,2,1
116.0,0.0,48.0,83.0,11.0,0.0,0.0,24240,582.0,8.0,0.0,0.0,7.0,0.0,9.0,3.0,4.0,0.0,21.0,0.0,2025,2,1
117.0,0.0,48.0,86.0,7.0,0.0,0.0,46200,375.0,21.0,0.0,2.0,7.0,3.0,9.0,3.0,9.0,0.0,21.0,0.0,2025,2,1
118.0,1.0,48.0,85.0,4.0,0.0,0.0,77220,17.0,3.0,0.0,0.0,6.0,3.0,10.0,4.0,1.0,0.0,15.0,0.0,2025,11,4
119.0,0.0,48.0,85.0,2.0,0.0,0.0,7560,744.0,47.0,0.0,0.0,6.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,11,6
120.0,0.0,48.0,84.0,6.0,0.0,0.0,37860,616.0,3.0,0.0,0.0,6.0,3.0,8.0,3.0,13.0,4.0,32.0,0.0,2025,11,6
121.0,0.0,48.0,83.0,9.0,0.0,0.0,24840,27.0,21.0,4.0,0.0,3.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,11,6
122.0,0.0,48.0,83.0,9.0,0.0,0.0,7860,754.0,13.0,3.0,0.0,5.0,1.0,8.0,3.0,13.0,0.0,11.0,0.0,2025,11,6
123.0,0.0,48.0,83.0,8.0,0.0,0.0,7200,1193.0,47.0,4.0,0.0,4.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,1,4
124.0,0.0,48.0,85.0,6.0,0.0,0.0,9720,45.0,4.0,1.0,0.0,4.0,0.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,1,4
125.0,0.0,48.0,83.0,5.0,0.0,0.0,35100,341.0,3.0,3.0,0.0,6.0,1.0,9.0,3.0,4.0,0.0,22.0,0.0,2025,2,1
126.0,0.0,48.0,37.0,10.0,0.0,0.0,81360,415.0,3.0,4.0,0.0,4.0,3.0,8.0,3.0,4.0,0.0,31.0,0.0,2025,2,1
127.0,1.0,48.0,86.0,6.0,0.0,0.0,52560,697.0,8.0,4.0,0.0,4.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
128.0,0.0,48.0,86.0,10.0,0.0,0.0,55380,404.0,42.0,4.0,0.0,4.0,3.0,11.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
129.0,0.0,48.0,86.0,11.0,0.0,0.0,61680,550.0,9.0,4.0,0.0,4.0,3.0,12.0,3.0,13.0,4.0,31.0,0.0,2025,2,1
130.0,0.0,48.0,86.0,11.0,0.0,0.0,16680,1028.0,3.0,0.0,0.0,6.0,3.0,8.0,3.0,4.0,0.0,11.0,0.0,2025,2,1
131.0,0.0,48.0,83.0,11.0,0.0,0.0,37200,629.0,3.0,4.0,0.0,2.0,0.0,8.0,3.0,6.0,0.0,31.0,0.0,2025,2,1
132.0,0.0,48.0,83.0,10.0,0.0,0.0,13200,280.0,43.0,4.0,0.0,3.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
133.0,0.0,48.0,86.0,8.0,0.0,0.0,1620,204.0,3.0,4.0,0.0,4.0,3.0,11.0,3.0,13.0,0.0,31.0,0.0,2025,9,2
134.0,0.0,48.0,86.0,9.0,0.0,0.0,84780,523.0,43.0,4.0,0.0,4.0,3.0,9.0,3.0,6.0,0.0,32.0,0.0,2025,2,1
135.0,0.0,48.0,86.0,7.0,0.0,0.0,56100,240.0,5.0,0.0,0.0,6.0,3.0,3.0,3.0,13.0,4.0,11.0,0.0,2025,2,1
136.0,2.0,48.0,86.0,10.0,0.0,0.0,30600,46.0,43.0,4.0,0.0,6.0,3.0,10.0,1.0,9.0,4.0,0.0,0.0,2025,3,1
137.0,2.0,48.0,84.0,7.0,0.0,0.0,53880,414.0,43.0,1.0,0.0,4.0,3.0,5.0,3.0,13.0,4.0,31.0,0.0,2025,1,5
138.0,0.0,48.0,86.0,9.0,0.0,0.0,25980,1005.0,3.0,0.0,0.0,6.0,0.0,9.0,3.0,4.0,4.0,31.0,0.0,2025,3,1
139.0,0.0,48.0,86.0,9.0,0.0,0.0,49440,134.0,26.0,0.0,0.0,6.0,3.0,8.0,3.0,4.0,0.0,11.0,0.0,2025,3,1
140.0,0.0,48.0,86.0,10.0,0.0,0.0,68100,1126.0,3.0,0.0,0.0,6.0,3.0,8.0,3.0,4.0,0.0,11.0,0.0,2025,3,1
141.0,0.0,48.0,83.0,9.0,0.0,0.0,75060,1005.0,3.0,1.0,0.0,2.0,3.0,10.0,3.0,13.0,0.0,15.0,0.0,2025,3,1
142.0,0.0,48.0,83.0,4.0,0.0,0.0,25380,151.0,13.0,0.0,0.0,4.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,3,1
143.0,0.0,48.0,85.0,4.0,0.0,0.0,70560,747.0,36.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,4.0,31.0,0.0,2025,2,0
144.0,0.0,48.0,85.0,6.0,0.0,0.0,64860,1046.0,2.0,4.0,0.0,4.0,3.0,13.0,3.0,13.0,4.0,31.0,0.0,2025,2,0
145.0,0.0,48.0,85.0,6.0,0.0,0.0,62520,1089.0,13.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,0.0,31.0,0.0,2025,2,0
146.0,0.0,48.0,84.0,8.0,0.0,0.0,65160,4.0,13.0,0.0,0.0,6.0,3.0,13.0,3.0,13.0,4.0,11.0,0.0,2025,2,1
147.0,0.0,48.0,84.0,8.0,0.0,0.0,56400,1283.0,5.0,4.0,0.0,2.0,3.0,9.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
148.0,0.0,48.0,86.0,9.0,0.0,0.0,9600,1083.0,3.0,1.0,0.0,6.0,0.0,13.0,3.0,13.0,0.0,15.0,0.0,2025,2,1
149.0,0.0,48.0,86.0,9.0,0.0,0.0,57000,1050.0,47.0,0.0,0.0,6.0,3.0,13.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
150.0,0.0,48.0,83.0,9.0,0.0,0.0,52380,1019.0,3.0,0.0,0.0,5.0,2.0,8.0,3.0,4.0,4.0,33.0,0.0,2025,2,1
151.0,0.0,48.0,83.0,11.0,0.0,0.0,74400,485.0,0.0,4.0,0.0,4.0,0.0,13.0,3.0,13.0,0.0,31.0,0.0,2025,2,1
152.0,0.0,48.0,83.0,4.0,0.0,0.0,59280,616.0,3.0,0.0,0.0,6.0,3.0,10.0,3.0,13.0,4.0,0.0,0.0,2025,2,1
153.0,0.0,48.0,86.0,11.0,0.0,0.0,56940,1265.0,30.0,0.0,0.0,6.0,3.0,9.0,3.0,13.0,0.0,21.0,0.0,2025,2,1
154.0,0.0,48.0,85.0,8.0,0.0,0.0,52920,674.0,19.0,4.0,0.0,4.0,3.0,8.0,3.0,13.0,4.0,31.0,0.0,2025,2,1
155.0,1.0,48.0,86.0,8.0,0.0,0.0,74640,669.0,3.0,4.0,0.0,4.0,3.0,9.0,4.0,13.0,4.0,31.0,0.0,2025,3,1
