Report ID,Report Version,Make,Model,Model Year,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,SV Pre-Crash Movement,Weather,SV Contact Area,Country
13781-4300,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,03:55:00,West Palm Beach,FL ,Traffic Circle,Dry,45.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Bottom, Front",US
13781-4301,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,03:47:00,Vancouver,WA ,Street,Dry,25.0,Dark - Lighted,,,Proceeding Straight,Clear,,US
13781-4302,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,23:18:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Changing Lanes,Clear,"Back, Front, Offside",US
13781-4304,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,00:52:00,Irvine,CA ,Highway / Freeway,Dry,65.0,Dawn / Dusk,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4305,2,Tesla,Model S,2020.0,No,ADAS,2025-08-22,11:55:00,Sarasota,FL ,Highway / Freeway,Dry,70.0,Dawn / Dusk,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4327,2,Tesla,Model 3,2018.0,No,ADAS,2025-11-22,16:22:00,Commerce,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4328,2,Tesla,Model X,2016.0,No,ADAS,2025-11-22,05:40:00,Culver City,CA ,Highway / Freeway,,65.0,,,,Proceeding Straight,,,US
13781-4333,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,07:08:00,Clovis,CA ,Street,Dry,45.0,Dark - Lighted,"Other, see Narrative",,Proceeding Straight,Clear,"Bottom, Front, Offside",US
13781-4334,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,15:52:00,Charlotte,NC ,Highway / Freeway,Wet,70.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside, Offside",US
13781-4335,2,Tesla,Model 3,2021.0,No,ADAS,2025-11-22,19:32:00,Irvine,CA ,Street,Dry,55.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-4336,2,Tesla,Model Y,2021.0,No,ADAS,2025-11-22,00:47:00,Colorado Springs,CO ,Street,Dry,45.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4337,2,Tesla,Model 3,2020.0,No,ADAS,2025-11-22,21:54:00,Milpitas,CA ,Street,Dry,35.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4338,2,Tesla,Model S,2021.0,No,ADAS,2025-11-22,20:39:00,San Francisco,CA ,Highway / Freeway,Dry,50.0,Daylight,Passenger Car,,"Other, see Narrative",Clear,Back,US
13781-4340,2,Tesla,Model X,2018.0,No,ADAS,2025-11-22,05:31:00,Orlando,FL ,Intersection,Dry,40.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,Front,US
13781-4341,2,Tesla,Model Y,2022.0,No,ADAS,2025-11-22,09:41:00,Metairie,LA ,Highway / Freeway,Dry,60.0,Dark - Lighted,,,Proceeding Straight,Clear,,US
13781-4344,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,16:45:00,Woodside,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4353,3,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,09:00:00,Tacoma,WA ,Highway / Freeway,Wet,40.0,Dark - Not Lighted,Other Fixed Object,,Changing Lanes,"Cloudy, Rain","Front, Nearside",US
13781-4354,3,Tesla,Model Y,2020.0,No,ADAS,2025-12-22,05:31:00,Mercer Island,WA ,Street,Wet,30.0,Dark - Not Lighted,"Other, see Narrative",,Making Left Turn,Cloudy,"Back, Bottom, Front, Offside",US
13781-4355,2,Tesla,Model 3,2020.0,No,ADAS,2025-12-22,09:59:00,Claremont,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Other,Front,US
13781-4356,2,Tesla,Model 3,2020.0,No,ADAS,2025-12-22,22:37:00,Redwood City,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Front, Nearside",US
13781-4357,2,Tesla,Tesla,2021.0,No,ADAS,2025-12-22,23:37:00,Livermore,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4358,2,Tesla,Model X,2022.0,No,ADAS,2025-12-22,05:37:00,Chula Vista,CA ,Street,Dry,50.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,"Back, Offside",US
13781-4359,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,22:01:00,Seattle,WA ,Highway / Freeway,Wet,60.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4361,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,08:26:00,Fresno,CA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4376,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,23:13:00,Los Angeles,CA ,Highway / Freeway,Dry,65.0,Daylight,Passenger Car,,Proceeding Straight,Other,"Back, Offside",US
13781-4380,2,Tesla,Model 3,2022.0,No,ADAS,2025-12-22,03:05:00,El Monte,CA ,Highway / Freeway,Dry,55.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4381,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,13:51:00,Mansfield,NJ ,Highway / Freeway,Snow / Slush / Ice,55.0,Daylight,Other Fixed Object,,Proceeding Straight,"Snow, Cloudy","Back, Front, Nearside",US
13781-4387,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,04:40:00,Oklahoma City,OK ,,,75.0,,,,Proceeding Straight,,,US
13781-4402,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,16:58:00,McKinney,TX ,Highway / Freeway,Wet,70.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Nearside,US
13781-4403,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,08:16:00,Long Beach,CA ,Highway / Freeway,Dry,55.0,Dark - Not Lighted,Pole / Tree,,Proceeding Straight,Clear,"Back, Bottom, Nearside",US
13781-4404,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,09:46:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Front, Offside",US
13781-4407,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,12:38:00,South El Monte,CA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Other Fixed Object,,,"Cloudy, Rain","Back, Offside",US
13781-4408,2,Tesla,Model 3,2021.0,No,ADAS,2025-12-22,04:13:00,Westminster,CA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,SUV,,Proceeding Straight,Clear,Back,US
13781-4409,2,Tesla,Model 3,2021.0,No,ADAS,2025-12-22,18:57:00,Redlands,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4410,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,00:30:00,Alpine,NJ ,Intersection,Dry,40.0,Dark - Lighted,SUV,,Making Left Turn,Clear,Front,US
13781-4411,2,Tesla,Tesla,2022.0,No,ADAS,2025-12-22,18:36:00,Danville,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Bottom, Front",US
13781-4412,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,18:05:00,Houston,TX ,Street,Dry,40.0,Daylight,SUV,,"Other, see Narrative",Cloudy,Front,US
13781-4413,2,Tesla,Model 3,2020.0,No,ADAS,2025-12-22,08:21:00,Austin,TX ,Intersection,Dry,60.0,Dark - Not Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4414,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,00:12:00,Union City,CA ,,,,,,No Injuries Reported,Making Right Turn,,,US
13781-4419,2,Tesla,Model S,2021.0,No,ADAS,2025-12-21,08:01:00,Kansas City,MO ,,,,,,,Proceeding Straight,,,US
13781-4420,2,Tesla,Model X,2017.0,No,ADAS,2025-12-22,05:24:00,San Mateo,CA ,Highway / Freeway,Wet,55.0,Dark - Lighted,"Other, see Narrative",,Changing Lanes,"Cloudy, Rain","Bottom, Front",US
13781-4421,2,Tesla,Model X,2018.0,No,ADAS,2025-12-22,22:12:00,Short Hills,NJ ,,,50.0,,,,Proceeding Straight,,,US
13781-4423,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,16:59:00,Del Mar,CA ,Highway / Freeway,Wet,55.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4424,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,14:45:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dawn / Dusk,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4440,2,Tesla,Model 3,2022.0,No,ADAS,2025-12-22,15:11:00,Evansville,IN ,Highway / Freeway,Dry,60.0,Daylight,,,Proceeding Straight,Cloudy,,US
13781-4443,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,21:53:00,Vista,CA ,Intersection,Dry,55.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-4444,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,12:17:00,Tonganoxie,KS ,,,75.0,,,,Proceeding Straight,,,US
13781-4445,2,Tesla,Model Y,2020.0,No,ADAS,2025-12-22,01:12:00,Kent,WA ,Street,Dry,35.0,,Passenger Car,,Proceeding Straight,Clear,"Back, Front, Nearside, Offside",US
13781-4446,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,00:55:00,Tucson,AZ ,Highway / Freeway,,65.0,,,,Proceeding Straight,,,US
13781-4479,2,Tesla,Model X,2018.0,No,ADAS,2025-12-22,18:00:00,Inglewood,CA ,Highway / Freeway,Dry,65.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-4501,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,13:08:00,Melbourne,FL ,Intersection,Dry,30.0,Daylight,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4502,2,Tesla,Model Y,2020.0,No,ADAS,2025-12-22,23:16:00,Denver,PA ,Highway / Freeway,Wet,70.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4503,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,10:40:00,Annandale,VA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Passenger Car,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4504,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,16:02:00,Carnesville,GA ,Highway / Freeway,Dry,60.0,Daylight,,,Proceeding Straight,Cloudy,,US
13781-4513,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,01:56:00,Chelmsford,MA ,Intersection,Wet,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,"Cloudy, Rain","Front, Nearside",US
13781-4538,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,14:48:00,Fort Collins,CO ,Intersection,Dry,45.0,Daylight,Pickup Truck,,Stopped,Clear,Front,US
13781-4539,2,Tesla,Model Y,2020.0,No,ADAS,2025-12-22,17:23:00,Tappan,NY ,Highway / Freeway,Dry,55.0,Daylight,SUV,,Proceeding Straight,Clear,Front,US
13781-4542,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,08:04:00,Garden Grove,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4543,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,18:08:00,Burlington,NC ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Front, Nearside",US
13781-4552,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,04:04:00,Auburn,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4553,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,03:52:00,North Royalton,OH ,Rural Road,Dry,35.0,Dark - Not Lighted,Pickup Truck,,Proceeding Straight,Clear,Front,US
13781-4556,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,15:38:00,Vallejo,CA ,Highway / Freeway,Wet,65.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Bottom, Front, Nearside, Offside, Top",US
13781-4557,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,18:12:00,Madera,CA ,Highway / Freeway,Wet,70.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4558,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,00:18:00,Dallas,TX ,Intersection,Dry,40.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,Front,US
13781-4559,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,15:37:00,Castro Valley,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Offside",US
13781-4560,2,Tesla,Model 3,2022.0,No,ADAS,2025-12-22,01:01:00,West Covina,CA ,Intersection,Dry,45.0,Dawn / Dusk,SUV,,Proceeding Straight,Clear,Front,US
13781-4564,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,06:25:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,,,Proceeding Straight,"Cloudy, Rain",,US
13781-4565,2,Tesla,Model 3,2018.0,No,ADAS,2025-12-22,16:32:00,Santa Fe,NM ,Intersection,Wet,45.0,Daylight,SUV,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4577,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,23:59:00,Edgmont Township,PA ,Rural Road,Dry,35.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Front, Nearside",US
13781-4583,2,Tesla,Model 3,2022.0,No,ADAS,2025-01-23,17:44:00,Milwaukee,WI ,Intersection,Wet,35.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-4584,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,16:08:00,Dublin,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Bottom",US
13781-4585,2,Tesla,Model 3,2021.0,No,ADAS,2025-12-22,14:05:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Passenger Car,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4586,2,Tesla,Model Y,2022.0,No,ADAS,2025-12-22,15:46:00,Natchitoches,LA ,Highway / Freeway,Dry,75.0,Daylight,"Other, see Narrative",,Proceeding Straight,Cloudy,"Bottom, Front",US
13781-4587,2,Tesla,Model Y,2023.0,No,ADAS,2025-01-23,00:15:00,Kramer Junction,CA ,Highway / Freeway,Dry,65.0,Daylight,Other Fixed Object,,"Other, see Narrative",Clear,"Bottom, Front",US
13781-4588,2,Tesla,Model 3,2021.0,No,ADAS,2025-12-22,19:27:00,Long Beach,CA ,Highway / Freeway,Wet,65.0,Daylight,Pickup Truck,,Proceeding Straight,"Cloudy, Rain","Back, Nearside",US
13781-4590,2,Tesla,Model S,2022.0,No,ADAS,2025-01-23,23:07:00,Hypoluxo,FL ,Intersection,Dry,40.0,Dawn / Dusk,Pickup Truck,,Making Left Turn,Clear,Front,US
13781-4592,2,Tesla,Model 3,2020.0,No,ADAS,2025-01-23,07:22:00,Tinton Falls,NJ ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Animal,,Proceeding Straight,Clear,Front,US
13781-4596,2,Tesla,Model X,2018.0,No,ADAS,2025-01-23,03:52:00,Noble,KS ,,,65.0,,,,Proceeding Straight,,,US
13781-4597,2,Tesla,Model S,2021.0,No,ADAS,2025-01-23,01:36:00,San Mateo,CA ,,,55.0,,,,Proceeding Straight,,,US
13781-4598,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,07:07:00,Harbor City,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4599,2,Tesla,Model Y,2021.0,No,ADAS,2025-12-22,,Cima,CA ,Highway / Freeway,Dry,70.0,Dark - Not Lighted,"Other, see Narrative",Moderate,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4604,2,Tesla,Model 3,2019.0,No,ADAS,2025-12-22,04:02:00,Marietta,GA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Other Fixed Object,Minor,Proceeding Straight,Rain,"Back, Front, Offside",US
13781-4606,2,Tesla,Model 3,2022.0,No,ADAS,2025-10-22,23:35:00,,CA ,Highway / Freeway,,,,,Serious,Proceeding Straight,,,US
13781-4607,2,Tesla,Model Y,2022.0,No,ADAS,2025-01-23,22:28:00,Goldsboro,MD ,Intersection,Dry,30.0,Dawn / Dusk,SUV,,"Other, see Narrative",Cloudy,"Front, Nearside",US
13781-4608,2,Tesla,Model 3,2019.0,No,ADAS,2025-01-23,02:59:00,Chicago,IL ,Street,Dry,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-4609,2,Tesla,Model 3,2020.0,No,ADAS,2025-01-23,10:49:00,City of New York,NY ,Intersection,Dry,25.0,Dark - Lighted,Pole / Tree,,Proceeding Straight,Clear,Front,US
13781-4610,2,Tesla,Model 3,2022.0,No,ADAS,2025-01-23,01:16:00,City of New York,NY ,Highway / Freeway,Dry,25.0,"Other, see Narrative",Other Fixed Object,,Proceeding Straight,,"Front, Nearside",US
13781-4611,2,Tesla,Model X,2021.0,No,ADAS,2025-01-23,01:58:00,Yakima,WA ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4625,2,Tesla,Model X,2023.0,No,ADAS,2025-01-23,18:16:00,Harrisburg,PA ,Street,Dry,,Daylight,,,,Cloudy,,US
13781-4626,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,17:23:00,Los Altos,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,,"Cloudy, Rain","Back, Front, Nearside",US
13781-4627,2,Tesla,Model Y,2020.0,No,ADAS,2025-01-23,16:40:00,Solana Beach,CA ,Highway / Freeway,Dry,55.0,Daylight,Passenger Car,,Proceeding Straight,Cloudy,"Back, Nearside",US
13781-4637,2,Tesla,Model 3,2018.0,No,ADAS,2025-01-23,14:33:00,Tyler,TX ,Intersection,Dry,60.0,Dawn / Dusk,Van,,Proceeding Straight,Clear,Front,US
13781-4638,2,Tesla,Model 3,2021.0,No,ADAS,2025-01-23,14:39:00,Austin,TX ,Street,Dry,35.0,Daylight,SUV,,"Other, see Narrative",Fog/Smoke,Back,US
13781-4639,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,21:13:00,Woodside,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-4649,2,Tesla,Model S,2017.0,No,ADAS,2025-07-20,10:00:00,Benson,CA ,Highway / Freeway,,75.0,,First Responder Vehicle,Serious,,,Front,US
13781-4693,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,15:40:00,Sausalito,CA ,Highway / Freeway,Wet,55.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-4694,2,Tesla,Model 3,2022.0,No,ADAS,2025-01-23,15:10:00,Mt. Hope,NY ,Rural Road,Wet,45.0,Daylight,,,Proceeding Straight,Cloudy,,US
13781-4695,2,Tesla,Model 3,2019.0,No,ADAS,2025-01-23,10:15:00,Atlanta,GA ,Highway / Freeway,Dry,65.0,Dark - Not Lighted,Other Fixed Object,,Changing Lanes,Cloudy,"Back, Front, Offside",US
13781-4696,2,Tesla,Model 3,2018.0,No,ADAS,2025-01-23,15:41:00,Sunol,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Nearside",US
13781-4698,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,19:52:00,Belmont,CA ,Highway / Freeway,Wet,65.0,Daylight,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Bottom, Front, Nearside",US
13781-4699,2,Tesla,Model 3,2021.0,No,ADAS,2025-01-23,10:35:00,Los Angeles,CA ,Highway / Freeway,Wet,65.0,Dark - Not Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4700,2,Tesla,Model Y,2022.0,No,ADAS,2025-01-23,09:21:00,Houston,TX ,Intersection,Dry,40.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,Front,US
13781-4709,2,Tesla,Model 3,2018.0,No,ADAS,2025-01-23,14:27:00,San Jose,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Cloudy,Front,US
13781-4724,2,Tesla,Model Y,2021.0,No,,2025-01-23,21:44:00,Cumming,GA ,Highway / Freeway,Wet,65.0,Daylight,,,Proceeding Straight,Cloudy,,US
13781-4725,2,Tesla,Model 3,2019.0,No,ADAS,2025-01-23,20:37:00,Weymouth,MA ,Intersection,Dry,30.0,Daylight,SUV,,"Other, see Narrative",Cloudy,"Back, Front, Nearside",US
13781-4727,2,Tesla,Model 3,2018.0,No,ADAS,2025-01-23,07:40:00,Woodside,CA ,Highway / Freeway,Wet,65.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4733,2,Tesla,Model 3,2022.0,No,ADAS,2025-01-23,08:17:00,La Mesa,CA ,Highway / Freeway,Dry,65.0,Dark - Lighted,Other Fixed Object,,"Other, see Narrative",Clear,"Back, Front, Nearside",US
13781-4747,2,Tesla,Model 3,2020.0,No,ADAS,2025-01-23,12:47:00,Atlanta,GA ,Highway / Freeway,Dry,55.0,Daylight,Pickup Truck,,Proceeding Straight,Cloudy,"Back, Front, Offside",US
13781-4748,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,23:35:00,Berryville,VA ,Highway / Freeway,Wet,55.0,Dark - Not Lighted,Van,,Proceeding Straight,Cloudy,"Back, Front, Nearside",US
13781-4749,2,Tesla,Model 3,2020.0,No,ADAS,2025-01-23,03:26:00,Boca Raton,FL ,Intersection,Dry,40.0,Dark - Lighted,SUV,,Proceeding Straight,Clear,Front,US
13781-4752,2,Tesla,Model Y,2020.0,No,ADAS,2025-03-22,13:18:00,Potomac,MD ,Street,Dry,30.0,Daylight,Non-Motorist: Pedestrian,,"Other, see Narrative",Cloudy,Front,US
13781-4753,2,Tesla,Model 3,2021.0,No,ADAS,2025-01-23,11:54:00,Nashville-Davidson,TN ,Highway / Freeway,Wet,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain",Front,US
13781-4754,2,Tesla,Model 3,2018.0,No,ADAS,2025-01-23,18:40:00,Carlsbad,CA ,Highway / Freeway,Dry,65.0,Daylight,,,Proceeding Straight,Clear,,US
13781-4755,2,Tesla,Model Y,2022.0,No,ADAS,2025-01-23,17:48:00,Leander,TX ,Highway / Freeway,Dry,60.0,Daylight,Other Fixed Object,,Proceeding Straight,Clear,"Back, Front, Nearside",US
13781-4776,2,Tesla,Model Y,2021.0,No,ADAS,2025-01-23,21:56:00,Phoenix,AZ ,Highway / Freeway,Dry,65.0,Daylight,Pickup Truck,,"Other, see Narrative",Clear,Back,US
13781-4777,2,Tesla,Model Y,2023.0,No,ADAS,2025-01-23,02:21:00,Lynnwood,WA ,Street,Dry,35.0,Dark - Lighted,Passenger Car,,Making Left Turn,Cloudy,"Back, Front, Offside",US
13781-4778,2,Tesla,Model 3,2023.0,No,ADAS,2025-01-23,17:46:00,San Jose,CA ,Highway / Freeway,Dry,65.0,Daylight,Pickup Truck,,Proceeding Straight,Clear,"Front, Offside",US
13781-4786,2,Tesla,Model 3,2021.0,No,ADAS,2025-01-23,17:40:00,Del Mar,CA ,Highway / Freeway,Wet,55.0,Daylight,"Other, see Narrative",,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside, Offside, Top",US
13781-4787,2,Tesla,Model S,2022.0,No,ADAS,2025-01-23,18:18:00,Greenville,VA ,Highway / Freeway,,70.0,,,,Proceeding Straight,,,US
13781-4788,2,Tesla,Model Y,2023.0,No,ADAS,2025-01-23,15:53:00,Linden,VA ,Highway / Freeway,Dry,70.0,Daylight,Heavy Truck,,Proceeding Straight,Clear,"Back, Nearside",US
13781-4789,2,Tesla,Model Y,2022.0,No,ADAS,2025-01-23,05:23:00,Boynton Beach,FL ,Highway / Freeway,Wet,55.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Front, Offside",US
13781-4807,2,Tesla,Model Y,2022.0,No,ADAS,2025-02-23,00:44:00,Chicago,IL ,Highway / Freeway,Dry,45.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,Clear,"Front, Offside",US
13781-4808,2,Tesla,Model 3,2018.0,No,ADAS,2025-02-23,05:11:00,Palm Beach Gardens,FL ,Highway / Freeway,Dry,70.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4822,2,Tesla,Model X,2018.0,No,ADAS,2025-01-23,23:59:00,Mendota,MN ,Intersection,Snow / Slush / Ice,55.0,Dawn / Dusk,SUV,,Proceeding Straight,Clear,Front,US
13781-4823,2,Tesla,Model X,2022.0,No,ADAS,2025-01-23,09:37:00,Greenbelt,MD ,Highway / Freeway,Dry,55.0,Dark - Not Lighted,,,Proceeding Straight,Cloudy,,US
13781-4824,2,Tesla,Model 3,2018.0,No,ADAS,2025-02-23,04:10:00,Phoenix,AZ ,Intersection,Dry,35.0,Dark - Lighted,Passenger Car,,Proceeding Straight,Clear,Front,US
13781-4825,2,Tesla,Model 3,2020.0,No,ADAS,2025-02-23,16:24:00,Brea,CA ,,,40.0,,,,Proceeding Straight,,,US
13781-4830,2,Tesla,Model Y,2021.0,No,ADAS,2025-02-23,19:42:00,Silver Spring,MD ,,,35.0,,,,Proceeding Straight,,,US
13781-4831,2,Tesla,Model Y,2022.0,No,ADAS,2025-02-23,22:13:00,Chicago,IL ,Highway / Freeway,Wet,55.0,Daylight,Other Fixed Object,,,"Cloudy, Rain","Back, Front, Nearside",US
13781-4835,2,Tesla,Model 3,2023.0,No,ADAS,2025-02-23,11:03:00,Baldwin Park,CA ,Highway / Freeway,Dry,55.0,Dark - Not Lighted,Passenger Car,,Proceeding Straight,Cloudy,Front,US
13781-4908,2,Tesla,Model 3,2023.0,No,ADAS,2025-02-23,07:35:00,New Waverly,TX ,Highway / Freeway,Dry,75.0,Dark - Not Lighted,"Other, see Narrative",,Proceeding Straight,Cloudy,"Bottom, Front",US
13781-4909,2,Tesla,Model X,2018.0,No,ADAS,2025-02-23,14:08:00,Tukwila,WA ,Highway / Freeway,Wet,60.0,Dark - Lighted,Other Fixed Object,,Proceeding Straight,"Cloudy, Rain","Back, Bottom, Front, Nearside",US
