Report ID,Report Version,Make,Model,Model Year,Mileage,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Precrash Speed (MPH),Within ODD?,CP Contact Area,Weather,SV Contact Area,Country
10003-2800,4,International,LT,2022-01-01,56429.0,No,"Unknown, see Narrative",2025-11-21,19:57:00,Maxatawny Tounship,PA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,,"Unknown, see Narrative",Missing,Missing,Front,US
10003-2932,1,International,LT,2022-01-01,56429.0,Yes,"Unknown, see Narrative",2021-11-26,19:57:00,Maxatawny Township,PA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Other Fixed Object,Unknown,Yes,Proceeding Straight,,"Unknown, see Narrative",Missing,Missing,Front,US
10003-3210,1,International,LT625,2021-01-01,78762.0,Yes,"Unknown, see Narrative",2022-04-26,15:52:00,Tucson,AZ ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,65.0,Yes,Missing,Clear,Front Left,US
10003-4179,1,International,LT,2022-01-01,39226.0,No,ADAS,2025-10-22,15:09:00,Missing,MD ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Unknown,Yes,Proceeding Straight,,"Unknown, see Narrative",Front Right,Clear,Front Left,US
10003-6050,2,International,LT625,2022-01-01,,No,"Unknown, see Narrative",2025-12-22,08:20:00,Natural Bridge,VA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,55.0,"Unknown, see Narrative",Missing,Clear,"Rear Left, Left, Front Left, Front, Rear Right, Right, Front Right",US
10039-10291,3,BMW,i5 xDrive40,,18124.0,No,ADAS,2025-03-25,16:15:00,Washington,NJ ,Highway / Freeway,Dry,Unknown,,Daylight,Other Fixed Object,Minor,No,Changing Lanes,75.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
10039-10316,4,BMW,XM,2023-01-01,30958.0,No,ADAS,2025-03-25,14:06:00,Benton County,AR ,Highway / Freeway,Unknown,Traffic Incident,65.0,Unknown,First Responder Vehicle,Minor,Unknown,Unknown,69.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Left, Rear, Rear Right",Missing,"Rear Left, Front Left, Front, Front Right",US
10039-1520,4,BMW,X5M,2021-01-01,,No,ADAS,2025-08-21,,sacramento,CA ,Unknown,Unknown,Unknown,,Unknown,Unknown,Unknown,Unknown,Unknown,72.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Missing,US
10039-1548,5,BMW,530i,2021-01-01,,No,ADAS,,,Houston,TX ,Highway / Freeway,"Other, see Narrative","Other, see Narrative",,"Other, see Narrative",Other Fixed Object,No Injuries Reported,Unknown,"Other, see Narrative",,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Other,Missing,US
10039-3261,4,BMW,540i,2022-01-01,2273.0,No,"Unknown, see Narrative",2025-06-22,13:27:00,Watermill,NY ,Highway / Freeway,Unknown,Unknown,,Unknown,Heavy Truck,Minor,No,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Front, Front Right",US
10039-3997,3,BMW,X5 sDrive40i,2020-01-01,27161.0,No,ADAS,2025-05-22,22:25:00,Refugio,TX ,Highway / Freeway,Unknown,Unknown,75.0,Dark - Unknown Lighting,Pole / Tree,Serious,No,Proceeding Straight,82.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front, Front Right",US
10039-4636,4,BMW,X5,2022-01-01,5135.0,No,ADAS,2025-12-22,07:05:00,Fairfield,CA ,Highway / Freeway,Unknown,Work Zone,,Unknown,Other Fixed Object,Minor,Unknown,Lane / Road Departure,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Front, Front Right",US
10039-4932,5,BMW,745e xDrive,2020-01-01,,No,ADAS,2025-02-23,,Waltham,MA ,Highway / Freeway,Unknown,Unknown,,Unknown,Passenger Car,No Injuries Reported,Unknown,Lane / Road Departure,63.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Front Left, Front, Front Right",US
10039-5057,4,BMW,X5 M50i,2022-01-01,,No,ADAS,2025-03-23,,Phoenix,AZ ,Highway / Freeway,Unknown,Unknown,,Unknown,Van,Moderate,Unknown,Proceeding Straight,84.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear",Missing,"Front Left, Front, Front Right",US
10039-6029,5,BMW,iX xDrive50,2023-01-01,13367.0,No,ADAS,2025-05-23,06:00:00,Missing,NJ ,Highway / Freeway,Dry,Unknown,,Daylight,Other Fixed Object,No Injuries Reported,No,"Other, see Narrative",33.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Front, Front Right",US
10039-6771,3,BMW,X5 xDrive45e,2021-01-01,55507.0,No,ADAS,2025-12-23,,Paramus,NJ ,Highway / Freeway,Wet,No Unusual Conditions,,Dawn / Dusk,Other Fixed Object,Minor,Unknown,Proceeding Straight,72.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Rain,"Rear Left, Left, Front Left, Rear, Front, Front Right",US
10039-6833,4,BMW,iX xDrive50,2023-01-01,19052.0,No,ADAS,2025-12-23,06:00:00,Bel Air,MD ,Highway / Freeway,Unknown,Unknown,,"Other, see Narrative",Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,59.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Fog/Smoke,"Rear Left, Left, Front Left, Front, Front Right",US
10039-7994,3,BMW,M440i xDrive Coupe,2021-01-01,28374.0,No,"Unknown, see Narrative",2025-06-24,15:30:00,Coco Beach,FL ,Highway / Freeway,Wet,Traffic Incident,,Unknown,Heavy Truck,Minor,Unknown,Proceeding Straight,79.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Rain,"Rear Left, Front Left, Front, Front Right",US
10039-8,3,BMW,X5 xDrive40i,2019-01-01,30673.0,No,ADAS,2025-07-21,03:01:00,Miami,FL ,Highway / Freeway,Unknown,Unknown,,"Other, see Narrative","Other, see Narrative",Minor,No,Changing Lanes,57.0,Unknown,Missing,Other,"Rear Right, Right, Front Right",US
10039-8653,3,BMW,i4 eDrive35,2024-01-01,4759.0,No,"Unknown, see Narrative",2025-09-24,17:30:00,Missing,CA ,Highway / Freeway,Unknown,Unknown,,Unknown,Passenger Car,No Injuries Reported,Unknown,Proceeding Straight,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Rear Left, Front Left, Front, Front Right",US
10039-8934,2,BMW,i7 xDrive60,2023-01-01,13277.0,No,"Unknown, see Narrative",2025-10-24,,Missing,CA ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Unknown,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Rear Left, Front Left",US
10039-9008,3,BMW,iX xDrive50,2022-01-01,27421.0,No,"Unknown, see Narrative",2025-10-24,12:00:00,Upland,CA ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Unknown,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Rear Left, Left, Front Left",US
10039-9040,4,BMW,760i xDrive Sedan,2024-01-01,18483.0,No,ADAS,2025-09-24,,Missing,VA ,Rural Road,Unknown,Unknown,,Unknown,"Other, see Narrative",Moderate,No,Proceeding Straight,63.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,Bottom,US
10039-9272,2,BMW,X7 xDrive40i,2021-01-01,48406.0,No,"Unknown, see Narrative",2025-12-24,11:15:00,Natchitoches,LA ,Highway / Freeway,Unknown,Unknown,,Unknown,Other Fixed Object,No Injuries Reported,Unknown,Proceeding Straight,75.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Front Left, Front, Front Right",US
10039-9352,2,BMW,i7 eDrive50,2024-01-01,6512.0,No,"Unknown, see Narrative",2025-11-24,23:00:00,Missing,CA ,Highway / Freeway,Unknown,No Unusual Conditions,,Dark - Lighted,Other Fixed Object,No Injuries Reported,Unknown,Proceeding Straight,75.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Front Left",US
10039-9844,2,BMW,iX xDrive50,2024-01-01,19621.0,No,ADAS,2025-10-24,,Missing,NY ,Highway / Freeway,Dry,Traffic Incident,,Dark - Lighted,SUV,No Injuries Reported,No,Proceeding Straight,22.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Right, Right, Front Right",Clear,"Rear Left, Left, Front Left",US
1042-2072,3,Porsche,Cayenne E-hybrid,2022-01-01,100.0,No,ADAS,2025-12-21,13:00:00,Sandy Springs,GA ,Intersection,Unknown,Traffic Incident,,Daylight,SUV,Minor,No,Proceeding Straight,,"Unknown, see Narrative",Right,Missing,Front,US
1042-2343,3,Porsche,Taycan 4 Cross Turismo,2021-01-01,3731.0,No,ADAS,2025-02-22,,Missing,UNK,Unknown,Unknown,Traffic Incident,,Unknown,Unknown,No Injuries Reported,No,Proceeding Straight,40.0,"Unknown, see Narrative",Missing,Missing,Missing,US
10561-1595,2,Jeep,Grand Cherokee,2021-01-01,23168.0,No,ADAS,2025-11-21,16:00:00,Lincolnwood,IL ,Highway / Freeway,Dry,No Unusual Conditions,,Daylight,Pickup Truck,Unknown,No,Stopped,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Left, Front Left",Clear,"Rear Right, Right, Front Right",US
10561-7760,2,Ford,Mach E,,,No,ADAS,,,Missing,UNK,Unknown,Unknown,Unknown,,Unknown,Unknown,Fatality,Yes,Unknown,,"Unknown, see Narrative",Missing,Missing,Missing,US
10561-8671,2,Dodge,Charger BEV,2024-01-01,,No,ADAS,2025-09-24,10:00:00,Baltimore,MD ,Intersection,Dry,No Unusual Conditions,30.0,Daylight,SUV,Minor,Yes,Making Left Turn,28.0,Yes,"Front Left, Front, Front Right",Clear,"Rear Right, Right",US
12381-10172,2,FREIGHTLINER,CASCADIA,2025-01-01,,No,ADAS,2025-02-25,02:07:00,Sidney,OH ,Highway / Freeway,Dry,No Unusual Conditions,,Dark - Not Lighted,"Other, see Narrative",Unknown,Yes,Lane / Road Departure,56.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Right, Right, Front Right",US
12381-3438,2,FREIGHTLINER,Cascadia,2021-01-01,52858.0,Yes,ADS,2022-07-26,16:33:00,ALBUQUERQUE,NM ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Proceeding Straight,58.0,Yes,Missing,Cloudy,Right,US
12381-3536,2,Freightliner,Cascadia,2022-01-01,43339.0,No,ADAS,2025-07-22,03:00:00,Keokuk,IA ,Highway / Freeway,Dry,No Unusual Conditions,,Unknown,"Other, see Narrative",No Injuries Reported,Yes,"Other, see Narrative",,"Unknown, see Narrative",Missing,Missing,Missing,US
12381-3557,1,Freightliner,Cascadia,2021-01-01,59545.0,Yes,ADS,2022-07-26,12:39:00,Santa Rosa,NM ,Highway / Freeway,Dry,No Unusual Conditions,75.0,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Proceeding Straight,51.0,Yes,Missing,Clear,Bottom,US
12381-4095,2,Freightliner,Cascadia,2022-01-01,,No,"Unknown, see Narrative",2025-10-22,,Missing,IN ,Highway / Freeway,Dry,No Unusual Conditions,60.0,Daylight,"Other, see Narrative",Unknown,Yes,Proceeding Straight,67.0,Yes,Missing,Clear,Missing,US
12381-4852,4,FREIGHTLINER,Cascadia,2022-01-01,,No,ADAS,2025-01-23,11:57:00,Lexington,SC ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,68.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Left,Clear,"Front Left, Front, Bottom",US
12381-6889,1,Freightliner,Cascadia,2023-01-01,64838.0,Yes,ADS,2023-12-26,14:35:00,Vega,TX ,Highway / Freeway,Wet,No Unusual Conditions,75.0,Daylight,Animal,No Injuries Reported,Yes,Proceeding Straight,65.0,Yes,Missing,"Cloudy, Rain",Front Left,US
12381-8659,2,FREIGHTLINER,Cascadia,2023-01-01,,No,ADAS,2025-09-23,09:04:00,Louisville,KY ,Highway / Freeway,Unknown,Unknown,,Unknown,Heavy Truck,Serious,Yes,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear,Missing,Missing,US
1243-10019,2,Subaru,Forester,2022-01-01,34153.0,No,ADAS,2025-02-25,12:30:00,Weed,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Other Fixed Object,Minor,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Front Left, Front, Front Right",US
1243-10331,2,Subaru,Ascent,2021-01-01,66194.0,No,ADAS,2025-02-25,,Norwalk,OH ,Highway / Freeway,Dry,No Unusual Conditions,60.0,Unknown,"Other, see Narrative",Moderate,Yes,Proceeding Straight,60.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-1042,4,Subaru,Outback,2020-01-01,8326.0,No,ADAS,2025-08-21,10:00:00,Weston,WV ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
1243-10769,1,Subaru,Outback,2020-01-01,62369.0,No,ADAS,2025-03-25,16:35:00,Princess Anne,MD ,Highway / Freeway,Dry,No Unusual Conditions,45.0,Daylight,Pole / Tree,Moderate,Yes,Proceeding Straight,,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Left, Front Left, Rear, Front, Front Right",US
1243-1208,3,Subaru,Outback,2020-01-01,7000.0,No,ADAS,2025-08-21,09:10:00,Missing,ID ,Highway / Freeway,Dry,No Unusual Conditions,80.0,Daylight,Other Fixed Object,Minor,Yes,Proceeding Straight,80.0,Unknown,Missing,Clear,"Left, Front Left, Front, Front Right",US
1243-1246,3,Subaru,Crosstrek,2021-01-01,882.0,No,ADAS,2025-09-21,16:18:00,Missouri Valley,IA ,Highway / Freeway,Dry,"Other, see Narrative",70.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,80.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
1243-1379,5,Subaru,Crosstrek,2021-01-01,6358.0,No,ADAS,2025-08-21,06:06:00,Westmoreland,NY ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dawn / Dusk,Heavy Truck,Minor,Yes,Proceeding Straight,72.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear",Clear,"Front, Front Right",US
1243-1392,4,Subaru,Forester,2021-01-01,22781.0,No,ADAS,2025-10-21,15:25:00,Riverside,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Passenger Car,Minor,Yes,Proceeding Straight,70.0,Unknown,"Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
1243-1528,3,Subaru,Forester,2020-01-01,20300.0,No,ADAS,2025-10-21,01:15:00,Maplewood,MO ,Unknown,Dry,Unknown,35.0,Dark - Unknown Lighting,Pole / Tree,Minor,Yes,Proceeding Straight,32.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Front Right,US
1243-1582,5,Subaru,Forester,2021-01-01,23375.0,No,ADAS,2025-10-21,07:18:00,Dog Town,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Animal,Minor,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,"Front Left, Front, Front Right",US
1243-1945,3,Subaru,Forester,2020-01-01,59316.0,No,ADAS,2025-12-21,14:00:00,Greenwood,MS ,Highway / Freeway,Dry,No Unusual Conditions,,Daylight,Animal,No Injuries Reported,No,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front, Front Right",US
1243-1955,3,Subaru,Forester,2020-01-01,25739.0,No,ADAS,2025-11-21,08:11:00,Russell Springs,KY ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dark - Lighted,Animal,No Injuries Reported,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-3278,3,Subaru,Outback,2020-01-01,25486.0,No,ADAS,2025-05-22,08:36:00,Warrenville Heights,OH ,Highway / Freeway,Wet,No Unusual Conditions,60.0,Daylight,Passenger Car,Minor,Yes,Proceeding Straight,65.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front Left, Front, Front Right",Rain,Rear,US
1243-3577,3,Subaru,Outback,2020-01-01,20606.0,No,ADAS,2025-07-22,08:00:00,Missing,WV ,Unknown,Dry,Unknown,,Daylight,Pole / Tree,Minor,Yes,Unknown,40.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Front Left,US
1243-3681,4,Subaru,Forester,2020-01-01,25938.0,No,ADAS,2025-07-22,15:13:00,Mamaroneck,NY ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,55.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,Missing,US
1243-38,4,Subaru,Forester,2020-01-01,34611.0,No,ADAS,2025-07-21,04:55:00,Chazy,NY ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Animal,Minor,Yes,Proceeding Straight,65.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Missing,"Front Left, Front",US
1243-4002,4,Subaru,Forester,2021-01-01,22974.0,No,ADAS,2025-10-22,12:50:00,San Luis Obispo,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Van,Unknown,Yes,Changing Lanes,73.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Left,"Clear, Other","Top, Front Right",US
1243-4332,2,Subaru,Outback,2021-01-01,3166.0,No,ADAS,2025-06-22,12:24:00,Younger Creek,KY ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Animal,No Injuries Reported,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-4347,3,Subaru,Forester,2020-01-01,25500.0,No,ADAS,2025-11-22,07:30:00,Covington,LA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Pickup Truck,Serious,Yes,Proceeding Straight,84.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right, Bottom",Clear,"Front Left, Front, Front Right",US
1243-4601,3,Subaru,Outback,2020-01-01,58213.0,No,ADAS,2025-12-22,17:31:00,Blue Grass,IA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dark - Not Lighted,Pickup Truck,Minor,Yes,Proceeding Straight,67.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right",Clear,"Front Left, Front, Front Right",US
1243-4796,4,Subaru,Crosstrek,2021-01-01,19136.0,No,ADAS,2025-12-22,15:47:00,Cedar Park,TX ,Street,Wet,No Unusual Conditions,45.0,Daylight,SUV,Minor,Yes,Proceeding Straight,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Front Left,Cloudy,Front Right,US
1243-4930,4,Subaru,Outback,2021-01-01,27013.0,No,ADAS,2025-02-23,09:40:00,Jefferson,NC ,Rural Road,Unknown,Unknown,55.0,Daylight,Heavy Truck,No Injuries Reported,Yes,"Other, see Narrative",45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Cloudy,Front Left,US
1243-4978,3,Subaru,Outback,2021-01-01,31637.0,No,ADAS,2025-11-22,00:30:00,Shallotte,NC ,Highway / Freeway,Unknown,Unknown,55.0,Dark - Not Lighted,"Other, see Narrative",Moderate,Yes,Proceeding Straight,74.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-5133,2,Subaru,Outback,2020-01-01,35307.0,No,ADAS,2025-03-23,21:40:00,Flat Top,WV ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dark - Not Lighted,Animal,No Injuries Reported,Yes,Proceeding Straight,70.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-5173,3,Subaru,Forester,2021-01-01,51069.0,No,ADAS,2025-03-23,16:58:00,Marthasville,MO ,Rural Road,Dry,No Unusual Conditions,55.0,Daylight,Unknown,Minor,Yes,Proceeding Straight,60.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Right,Clear,"Front Left, Front, Front Right",US
1243-5197,2,Subaru,Crosstrek,2021-01-01,27000.0,No,ADAS,2025-03-23,16:00:00,Indianapolis,IN ,Highway / Freeway,Dry,Unknown,,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Stopped,0.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Rear",US
1243-5798,2,Subaru,Outback,2024-01-01,705.0,No,ADAS,2025-06-23,12:50:00,Mayflower,AR ,Highway / Freeway,Dry,Unknown,75.0,Daylight,Unknown,No Injuries Reported,Yes,Unknown,50.0,"Unknown, see Narrative",Missing,Clear,Missing,US
1243-6797,2,Subaru,Ascent,2023-01-01,3679.0,No,ADAS,2025-12-23,17:52:00,Hainesport,NJ ,Street,Wet,No Unusual Conditions,45.0,Dark - Lighted,Other Fixed Object,Minor,Yes,Proceeding Straight,42.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Front Left, Top, Front, Front Right",US
1243-7108,2,Subaru,Outback,2022-01-01,24848.0,No,ADAS,2025-02-24,09:57:00,Oxford,AL ,Rural Road,Wet,"Other, see Narrative",35.0,Daylight,Other Fixed Object,Minor,Yes,Proceeding Straight,45.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Front, Front Right, Bottom",US
1243-7252,3,Subaru,Outback,2021-01-01,25718.0,No,ADAS,2025-02-24,09:40:00,Richfield Springs,NY ,Rural Road,Snow / Slush / Ice,"Other, see Narrative",,Daylight,"Other, see Narrative",Moderate,Unknown,Proceeding Straight,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Snow, Cloudy",Bottom,US
1243-7274,2,Subaru,Outback,2024-01-01,2229.0,No,ADAS,2025-03-24,13:45:00,Westfield,NY ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,62.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left",US
1243-7279,3,Subaru,Outback,2020-01-01,48320.0,No,ADAS,2025-03-24,15:41:00,Victoria,TX ,Intersection,Dry,No Unusual Conditions,35.0,Daylight,SUV,Minor,Yes,Proceeding Straight,50.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Front Left, Front, Front Right",Clear,Front Left,US
1243-7850,3,Subaru,Forester,2024-01-01,4080.0,No,ADAS,2025-06-24,10:08:00,Newport,NC ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,"Other, see Narrative",Minor,Yes,Proceeding Straight,60.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Rear Left, Left, Front Left, Front, Rear Right, Right, Front Right, Bottom",US
1243-7991,2,Subaru,Legacy,2020-01-01,52509.0,No,ADAS,2025-10-23,14:41:00,New Kent,VA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Heavy Truck,Moderate,Yes,Proceeding Straight,75.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Rear Left,Clear,Front Right,US
1243-8010,2,Subaru,Forester,2020-01-01,84596.0,No,ADAS,2025-06-24,05:00:00,Las Vegas,NV ,Highway / Freeway,Dry,Unknown,65.0,Dawn / Dusk,Other Fixed Object,Minor,Yes,Proceeding Straight,77.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-8194,3,Subaru,Outback,2020-01-01,59053.0,No,ADAS,2025-07-24,19:30:00,Ephrata,WA ,Rural Road,Dry,No Unusual Conditions,60.0,Daylight,Pickup Truck,Moderate,Yes,Proceeding Straight,65.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]","Rear Left, Rear, Rear Right, Bottom",Clear,"Front Left, Front, Front Right",US
1243-8206,2,Subaru,Impreza,2024-01-01,4221.0,No,ADAS,2025-06-24,23:00:00,Vernon Hills,IL ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,Pole / Tree,Minor,Yes,Proceeding Straight,30.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,Clear,"Front Left, Front, Front Right",US
1243-8299,2,Subaru,Outback,2023-01-01,30529.0,No,ADAS,2025-08-24,20:27:00,Edgewood,NM ,Highway / Freeway,Wet,Work Zone,,Dawn / Dusk,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,75.0,"[REDACTED, MAY CONTAIN CONFIDENTIAL BUSINESS INFORMATION]",Missing,"Cloudy, Rain","Rear Left, Left, Front Left",US
