Report ID,Report Version,Make,Model,Model Year,Mileage,ADS Equipped?,Automation System Engaged?,Incident Date,Incident Time (24:00),City,State,Roadway Type,Roadway Surface,Roadway Description,Posted Speed Limit (MPH),Lighting,Crash With,Highest Injury Severity Alleged,Property Damage?,SV Pre-Crash Movement,SV Precrash Speed (MPH),Within ODD?,CP Contact Area,Weather,SV Contact Area,Country
540-5735,1,Cruise,AV,2023-01-01,8032.0,Yes,ADS,2023-05-26,00:14:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Right,Clear,Rear Left,US
540-5805,1,Cruise,AV,2023-01-01,2775.0,Yes,ADS,2023-06-26,22:37:00,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Yes,Proceeding Straight,7.0,"No, see Narrative",Missing,Clear,Top,US
540-5875,1,Cruise,AV,2023-01-01,2166.0,Yes,ADS,2023-07-26,22:47:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,4.0,"No, see Narrative",Right,Clear,Front Left,US
540-5940,1,Cruise,AV,2022-01-01,8336.0,Yes,ADS,2023-06-26,09:36:00,San Francisco,CA ,Street,Dry,"Other, see Narrative",25.0,Daylight,"Other, see Narrative",Unknown,Yes,Proceeding Straight,7.0,"Unknown, see Narrative",Bottom,Cloudy,Top,US
540-5941,1,Cruise,AV,2022-01-01,9700.0,Yes,ADS,2023-06-26,22:37:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Stopped,0.0,"No, see Narrative",Rear Right,Clear,Front,US
540-5942,1,Cruise,AV,2023-01-01,10055.0,Yes,ADS,2023-06-26,23:30:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Bottom,Clear,Bottom,US
540-5948,1,Cruise,AV,2023-01-01,3413.0,Yes,ADS,2023-06-26,00:50:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative","Front Left, Front",Clear,Rear Right,US
540-5950,1,Cruise,AV,2023-01-01,4103.0,Yes,ADS,2023-06-26,23:08:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,6.0,"Unknown, see Narrative",Right,Clear,Front Left,US
540-5951,1,Cruise,AV,2023-01-01,5697.0,Yes,ADS,2023-06-26,21:04:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dawn / Dusk,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Left,Clear,Front Right,US
540-5971,1,Cruise,AV,2023-01-01,4768.0,Yes,ADS,2023-07-26,23:08:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,Minor,Yes,Proceeding Straight,15.0,"Unknown, see Narrative","Front Left, Front, Front Right",Clear,Right,US
540-5987,2,Cruise,AV,2023-01-01,9014.0,Yes,ADS,2023-07-26,06:41:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,Unknown,Yes,Stopped,0.0,"Unknown, see Narrative","Front Left, Front",Clear,"Front, Front Right",US
540-5988,1,Cruise,AV,2023-01-01,7078.0,Yes,ADS,2023-07-26,19:50:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dawn / Dusk,SUV,No Injuries Reported,Yes,Proceeding Straight,20.0,"Unknown, see Narrative","Front Left, Front, Front Right",Clear,Left,US
540-5990,1,Cruise,AV,2022-01-01,14337.0,Yes,ADS,2023-07-26,01:56:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,0.0,"Unknown, see Narrative",Rear,Clear,"Front Left, Front",US
540-5991,1,Cruise,AV,2022-01-01,34706.0,Yes,ADS,2023-07-26,20:38:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,40.0,Dark - Lighted,Passenger Car,Minor,Yes,Proceeding Straight,27.0,"Unknown, see Narrative","Rear Right, Right, Front Right",Clear,"Front Left, Right",US
540-6002,1,Cruise,AV,2023-01-01,9111.0,Yes,ADS,2023-07-26,05:35:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,22.0,"Unknown, see Narrative","Front Left, Front",Clear,"Rear Left, Rear, Rear Right",US
540-6003,1,Cruise,AV,2023-01-01,4707.0,Yes,ADS,2023-07-26,14:45:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,SUV,No Injuries Reported,Yes,Proceeding Straight,10.0,"Unknown, see Narrative",Front Left,Clear,Front Right,US
540-6009,1,Chevrolet,Bolt EUV,2023-01-01,22642.0,No,ADAS,2025-07-23,00:23:00,Cleveland,OH ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dark - Lighted,Other Fixed Object,Unknown,Yes,Lane / Road Departure,9.0,Yes,Missing,Clear,"Right, Front Right",US
540-6011,1,Cruise,AV,2022-01-01,12525.0,Yes,ADS,2023-07-26,23:51:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Yes,"Other, see Narrative",2.0,"Unknown, see Narrative",Front Left,Clear,Rear Right,US
540-6036,1,Cruise,AV,2023-01-01,8883.0,Yes,ADS,2023-08-26,09:48:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,SUV,No Injuries Reported,Yes,"Other, see Narrative",5.0,"Unknown, see Narrative",Front,Cloudy,Rear,US
540-6056,1,Cruise,AV,2023-01-01,6636.0,Yes,ADS,2023-08-26,11:41:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Right,Clear,"Front, Front Right",US
540-6057,1,Cruise,AV,2023-01-01,3397.0,Yes,ADS,2023-08-26,11:03:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,Right,US
540-6058,1,Cruise,AV,2023-01-01,3526.0,Yes,ADS,2023-07-26,01:52:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,6.0,"Unknown, see Narrative","Front, Front Right",Clear,Front Right,US
540-6069,1,Cruise,AV,2023-01-01,2046.0,Yes,ADS,2023-07-26,20:56:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,Rear Left,US
540-6070,2,Cruise,AV,2023-01-01,4336.0,Yes,ADS,2023-07-26,22:34:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Left,Clear,Right,US
540-6072,1,Cruise,AV,2023-01-01,9249.0,Yes,ADS,2023-07-26,00:07:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,23.0,"Unknown, see Narrative",Front Right,Clear,Left,US
540-6073,1,Cruise,AV,2023-01-01,2753.0,Yes,ADS,2023-07-26,10:47:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Backing,2.0,"Unknown, see Narrative",Missing,Clear,Rear Right,US
540-6074,1,Cruise,AV,2023-01-01,5454.0,Yes,ADS,2023-07-26,16:16:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Right,Clear,Rear Left,US
540-6076,1,Cruise,AV,2023-01-01,5725.0,Yes,ADS,2023-07-26,02:29:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,Right,US
540-6079,1,Cruise,AV,2023-01-01,13720.0,Yes,ADS,2023-07-26,22:41:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Front Left,Clear,Rear Right,US
540-6148,3,Cruise,AV,2023-01-01,2798.0,Yes,ADS,2023-08-26,22:22:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Dark - Lighted,First Responder Vehicle,Serious,Yes,Proceeding Straight,13.0,"Unknown, see Narrative","Front, Front Right",Clear,"Rear Right, Right",US
540-6151,2,Cruise,AV,2023-01-01,106677.0,Yes,ADS,2023-08-26,08:45:00,San Frabcisco,CA ,Intersection,Dry,No Unusual Conditions,20.0,Daylight,Non-Motorist: Cyclist,Minor,No,Backing,1.0,"Unknown, see Narrative",Missing,Clear,Rear Right,US
540-6152,1,Cruise,AV,2023-01-01,9901.0,Yes,ADS,2023-08-26,07:51:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,8.0,"Unknown, see Narrative",Rear Left,Cloudy,Front Left,US
540-6161,1,Cruise,AV,2023-01-01,408.0,Yes,ADS,2023-08-26,00:12:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Van,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,"Rear Left, Left",US
540-6162,2,Cruise,AV,2023-01-01,391.0,Yes,ADS,2023-08-26,00:19:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,Moderate,Yes,Stopped,0.0,"Unknown, see Narrative","Left, Front Left, Front, Front Right",Clear,"Rear Left, Left, Rear",US
540-6163,2,Cruise,AV,2023-01-01,3240.0,Yes,ADS,2023-08-26,00:56:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,13.0,"Unknown, see Narrative","Front Left, Front",Cloudy,Left,US
540-6178,2,Cruise,AV,2022-01-01,10541.0,Yes,ADS,2023-08-26,01:42:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Non-Motorist: Pedestrian,Moderate,No,Proceeding Straight,1.0,"Unknown, see Narrative",Missing,Clear,Front Right,US
540-6188,1,Cruise,Origin,2024-01-01,291.0,Yes,ADS,2023-08-26,00:36:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Other Fixed Object,No Injuries Reported,Yes,Lane / Road Departure,6.0,"Unknown, see Narrative",Missing,Clear,"Front Left, Front",US
540-6189,2,Cruise,AV,2023-01-01,7369.0,Yes,ADS,2023-08-26,21:22:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,2.0,"Unknown, see Narrative","Front, Front Right",Clear,"Rear Left, Rear, Rear Right",US
540-6190,1,Cruise,AV,2023-01-01,8990.0,Yes,ADS,2023-08-26,01:39:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Left,Clear,Front Left,US
540-6199,1,Cruise,AV,2023-01-01,6270.0,Yes,ADS,2023-08-26,00:39:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,5.0,"Unknown, see Narrative",Left,Clear,Front Left,US
540-6244,1,Cruise,AV,2023-01-01,6913.0,Yes,ADS,2023-09-26,21:42:00,Houston,TX ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative","Front Left, Front, Front Right",Clear,"Rear Left, Rear, Rear Right",US
540-6290,1,Cruise,AV,2023-01-01,11074.0,Yes,ADS,2023-09-26,02:35:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,2.0,"Unknown, see Narrative","Front, Front Right",Clear,Left,US
540-6293,2,Cruise,AV,2023-01-01,8236.0,Yes,ADS,2023-08-26,14:53:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Right,Clear,Rear Left,US
540-6294,2,Cruise,AV,2023-01-01,1975.0,Yes,ADS,2023-08-26,16:06:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,Minor,Yes,Making Right Turn,1.0,"Unknown, see Narrative",Front Right,Clear,Rear Left,US
540-6295,1,Cruise,AV,2023-01-01,6133.0,Yes,ADS,2023-08-26,20:33:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,8.0,"Unknown, see Narrative",Front Right,Clear,Left,US
540-6302,1,Cruise,AV,2023-01-01,5904.0,Yes,ADS,2023-08-26,13:47:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,5.0,"Unknown, see Narrative",Left,Clear,Front Right,US
540-6304,2,Cruise,AV,2023-01-01,8917.0,Yes,ADS,2023-08-26,09:05:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,Minor,Yes,Proceeding Straight,5.0,"Unknown, see Narrative","Front, Front Right",Clear,Rear Left,US
540-6305,1,Cruise,AV,2023-01-01,6470.0,Yes,ADS,2023-08-26,23:36:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,10.0,"Unknown, see Narrative",Left,Clear,Right,US
540-6306,1,Cruise,AV,2023-01-01,642.0,Yes,ADS,2023-08-26,22:32:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Cloudy,"Front, Front Right",US
540-6307,1,Cruise,AV,2023-01-01,5564.0,Yes,ADS,2023-08-26,23:34:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Right,Clear,Rear Left,US
540-6308,1,Cruise,AV,2023-01-01,10356.0,Yes,ADS,2023-08-26,10:37:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Left,Clear,Front Right,US
540-6310,1,Cruise,AV,2023-01-01,6045.0,Yes,ADS,2023-08-26,00:21:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Not Lighted,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Right,Clear,Rear Left,US
540-6311,1,Cruise,AV,2023-01-01,6826.0,Yes,ADS,2023-08-26,11:59:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Front,Clear,Rear,US
540-6313,1,Cruise,AV,2023-01-01,12454.0,Yes,ADS,2023-08-26,16:45:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative","Rear Left, Left",Clear,Rear Left,US
540-6315,1,Cruise,AV,2023-01-01,7379.0,Yes,ADS,2023-08-26,22:55:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,6.0,"Unknown, see Narrative",Rear Right,Clear,"Front, Front Right",US
540-6316,1,Cruise,AV,2022-01-01,17832.0,Yes,ADS,2023-08-26,16:31:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Pickup Truck,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Front,Clear,"Rear Left, Rear",US
540-6317,1,Cruise,AV,2023-01-01,7593.0,Yes,ADS,2023-08-26,08:37:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative","Rear, Rear Right",Cloudy,"Front, Front Right",US
540-6318,1,Cruise,AV,2023-01-01,1588.0,Yes,ADS,2023-08-26,04:53:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,7.0,"Unknown, see Narrative",Front Right,Cloudy,Front Left,US
540-6349,1,Chevrolet,Bolt EUV,2023-01-01,16153.0,No,ADAS,2025-09-23,11:32:00,Napier Township,PA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,69.0,Yes,Missing,Cloudy,"Rear Left, Left, Front Left",US
540-6369,1,Cruise,AV,2023-01-01,5634.0,Yes,ADS,2023-09-26,03:49:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,3.0,"Unknown, see Narrative","Front, Front Right",Clear,Rear Left,US
540-6372,1,Cruise,AV,2023-01-01,78839.0,Yes,ADS,2023-09-26,20:14:00,Houston,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,16.0,"Unknown, see Narrative",Front Right,Clear,Front Left,US
540-6393,1,Cruise,AV,2023-01-01,11234.0,Yes,ADS,2023-09-26,09:20:00,Houston,TX ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,SUV,No Injuries Reported,Yes,Proceeding Straight,8.0,"Unknown, see Narrative","Front Left, Front",Clear,"Right, Front Right",US
540-6400,4,Cruise,AV,2023-01-01,5091.0,Yes,ADS,2023-10-26,21:29:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Non-Motorist: Pedestrian,Serious,No,Proceeding Straight,14.0,"Unknown, see Narrative",Missing,Clear,Bottom,US
540-6451,1,Cruise,AV,2023-01-01,6661.0,Yes,ADS,2023-09-26,22:16:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Right,Clear,Front Left,US
540-6452,1,Cruise,AV,2023-01-01,10564.0,Yes,ADS,2023-09-26,23:02:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,6.0,"Unknown, see Narrative",Front Left,Clear,Front Right,US
540-6453,1,Cruise,AV,2022-01-01,4110.0,Yes,ADS,2023-09-26,17:32:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Right,Clear,Front Left,US
540-6454,2,Cruise,AV,2022-01-01,31256.0,Yes,ADS,2023-09-26,00:05:00,Tempe,AZ ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Animal,No Injuries Reported,Yes,Proceeding Straight,15.0,"Unknown, see Narrative",Missing,Clear,Bottom,US
540-6455,1,Cruise,AV,2023-01-01,12955.0,Yes,ADS,2023-09-26,04:59:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,1.0,"Unknown, see Narrative",Front Left,Clear,"Rear Right, Right",US
540-6461,1,Cruise,AV,2023-01-01,11338.0,Yes,ADS,2023-09-26,10:54:00,Austin,TX ,Street,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,Front Right,US
540-6462,1,Cruise,AV,2023-01-01,5690.0,Yes,ADS,2023-09-26,23:56:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Heavy Truck,No Injuries Reported,Yes,Making Left Turn,10.0,"Unknown, see Narrative",Front Right,Clear,"Rear Left, Left",US
540-6467,1,Cruise,AV,2023-01-01,11107.0,Yes,ADS,2023-09-26,23:44:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Changing Lanes,25.0,"Unknown, see Narrative",Front Right,Clear,Rear Left,US
540-6468,2,Cruise,AV,2023-01-01,9518.0,Yes,ADS,2023-09-26,22:36:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,30.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Changing Lanes,24.0,"Unknown, see Narrative",Front Right,Clear,Left,US
540-6470,1,Cruise,8AV,2020-01-01,78839.0,Yes,ADS,2023-09-26,09:37:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Van,No Injuries Reported,Yes,Proceeding Straight,10.0,"Unknown, see Narrative",Rear Left,Clear,Front Right,US
540-6472,1,Cruise,AV,2023-01-01,9942.0,Yes,ADS,2023-09-26,08:42:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Daylight,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,3.0,"Unknown, see Narrative",Front Left,Clear,Front Right,US
540-6486,2,Chevrolet,Bolt EUV,2023-01-01,49818.0,No,ADAS,2025-09-23,05:20:00,San Bernardino,CA ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dark - Not Lighted,Other Fixed Object,Minor,Yes,Lane / Road Departure,70.0,Yes,Missing,Clear,Front Left,US
540-6530,2,Cruise,AV,2023-01-01,15003.0,Yes,ADS,2023-10-26,19:32:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Motorcycle,Moderate,Yes,Proceeding Straight,2.0,"Unknown, see Narrative",Front Left,Clear,Rear Right,US
540-6531,1,Cruise,AV,2023-01-01,594.0,Yes,ADS,2023-10-26,16:31:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,30.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,13.0,"Unknown, see Narrative","Front Left, Front",Clear,Front Left,US
540-6629,1,Cruise,AV,2023-01-01,12551.0,Yes,ADS,2023-10-26,01:51:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Left,Clear,Rear Right,US
540-6630,1,Cruise,AV,2023-01-01,8449.0,Yes,ADS,2023-10-26,08:23:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Left,Clear,"Front, Front Right",US
540-6632,1,Cruise,AV,2023-01-01,12092.0,Yes,ADS,2023-10-26,23:40:00,San Francisco,CA ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Front Right,Clear,"Rear Left, Rear",US
540-6633,1,Crui9se,AV,2022-01-01,18768.0,Yes,ADS,2023-10-26,01:29:00,Santa Monica,CA ,Intersection,Dry,No Unusual Conditions,15.0,Dark - Lighted,SUV,No Injuries Reported,Yes,Proceeding Straight,12.0,"Unknown, see Narrative",Left,Clear,"Front, Front Right",US
540-6642,1,Cruise,AV,2023-01-01,10601.0,Yes,ADS,2023-10-26,05:01:00,Austin,TX ,Intersection,Dry,No Unusual Conditions,25.0,Dark - Lighted,Pickup Truck,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative","Right, Front Right",Clear,Left,US
540-6644,1,Cruise,AV,2023-01-01,7929.0,Yes,ADS,2023-10-26,02:24:00,Houston,TX ,Street,Dry,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,5.0,"Unknown, see Narrative",Rear,Clear,"Front, Front Right",US
540-6645,1,Cruise,AV,2023-01-01,14784.0,Yes,ADS,2023-10-26,11:37:00,San Francisco,CA ,Street,Dry,No Unusual Conditions,25.0,Daylight,Van,No Injuries Reported,Yes,Stopped,0.0,"Unknown, see Narrative",Rear Right,Clear,Left,US
540-6646,1,Cruise,AV,2023-01-01,5749.0,Yes,ADS,2023-10-26,22:19:00,San Francisco,CA ,Intersection,Wet,No Unusual Conditions,25.0,Dark - Lighted,Passenger Car,No Injuries Reported,Yes,Proceeding Straight,22.0,"Unknown, see Narrative",Front Right,Cloudy,"Rear Left, Left",US
540-6702,1,GMC,Sierra 1500,2023-01-01,5327.0,No,ADAS,2025-11-23,12:02:00,New Albany,OH ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Animal,No Injuries Reported,Yes,Proceeding Straight,72.0,Yes,Missing,Clear,Front,US
540-6763,1,Chevrolet,Silverado 1500,2023-01-01,3265.0,No,ADAS,2025-12-23,06:38:00,Fallbrook,CA ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Dawn / Dusk,Unknown,Unknown,Yes,Changing Lanes,76.0,Yes,Missing,Clear,Left,US
540-6884,1,Cadillac,CT4,2021-01-01,49743.0,No,ADAS,2025-12-23,18:17:00,Hammond,IN ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Dark - Not Lighted,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,55.0,Yes,Missing,Clear,"Rear Right, Right, Front Right",US
540-6944,1,Cadillac,CT5,2025-01-01,1573.0,No,ADAS,2025-01-24,07:50:00,St Clair Shores,MI ,Highway / Freeway,Dry,No Unusual Conditions,70.0,Dawn / Dusk,SUV,No Injuries Reported,Yes,Changing Lanes,50.0,Yes,Front Right,Cloudy,Rear Left,US
540-7189,1,Chevrolet,Bolt,2022-01-01,42900.0,No,ADAS,2025-02-24,19:04:00,Springfield,VA ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Dark - Lighted,"Other, see Narrative",No Injuries Reported,Yes,Changing Lanes,44.0,Yes,Missing,Cloudy,Front Left,US
540-7305,2,GMC,Sierra 1500,2023-01-01,18653.0,No,ADAS,2025-03-24,13:19:00,Newport,MI ,Street,Dry,No Unusual Conditions,70.0,Daylight,Heavy Truck,No Injuries Reported,Yes,Proceeding Straight,61.0,Yes,Missing,Other,Front Left,US
540-7446,1,GMC,Yukon,2024-01-01,12404.0,No,ADAS,2025-04-24,05:30:00,Broussard,LA ,Highway / Freeway,Dry,No Unusual Conditions,55.0,Daylight,"Other, see Narrative",No Injuries Reported,Yes,Changing Lanes,60.0,Yes,Missing,Clear,Missing,US
540-7451,2,Cadillac,Escalade,2021-01-01,71920.0,No,ADAS,2025-04-24,01:03:00,Denver,CO ,Highway / Freeway,Dry,No Unusual Conditions,65.0,Daylight,Other Fixed Object,No Injuries Reported,Yes,Proceeding Straight,50.0,Yes,Missing,Cloudy,"Left, Front Left",US
